LOOP 1 Query point;DB_2010_RB01BX2_RFID_DataRead;172.18.108.71;0;1;500;L001
LOOP 2 Query point;DB_3010_RB01BX2_RFID_DataRead;172.18.108.136;0;1;500;L002
LOOP 3 Query point;DB_3250_M01BX12_RFID_DataRead;172.18.108.236;0;1;500;L003
LOOP 11 Query point;DB_1440_M01BX12_RFID_DataRead;172.18.106.221;0;1;500;L011
LOOP 21 Query point;DB_2035_M01BX22_RFID_DataRead;172.18.108.86;0;1;500;L021
LOOP 5 Query point;DB_1460_RB01BX2_RFID_DataRead;172.18.107.2;0;1;500;L005
LOOP 51 Query point;DB_5085_M01BX3_RFID_DataRead;172.18.109.62;0;1;500;L051
LOOP 6 Query point;DB_6060_M01BX4_RFID_DataRead;172.18.109.92;0;1;500;L006
LOOP 22 Query point;LOOPQUERY22;172.18.109.187;0;1;500;L022
